3 200 127 400
4 200 133 400
5 200 140 400
13 400 151 800
11 1000 159 2000
12 1000 165 2000
1 100 169 200
2 100 173 200
6 100 179 200
1 200 230 300
2 200 234 300
6 200 240 300
1 300 336 400
2 300 340 400
6 300 346 400
7 200 353 400
3 400 404 600
4 400 411 600
5 400 419 600
1 400 456 500
2 400 461 500
6 400 467 500
1 500 535 600
2 500 539 600
6 500 545 600
7 400 552 600
3 600 604 800
4 600 611 800
5 600 619 800
1 600 656 700
2 600 660 700
6 600 666 700
1 700 736 800
2 700 740 800
6 700 747 800
7 600 754 800
13 800 807 1200
3 800 811 1000
4 800 818 1000
5 800 826 1000
1 800 863 900
2 800 867 900
6 800 873 900
1 900 939 1000
2 900 943 1000
6 900 949 1000
7 800 956 1000
3 1000 1004 1200
4 1000 1011 1200
5 1000 1019 1200
1 1000 1056 1100
2 1000 1060 1100
6 1000 1066 1100
1 1100 1135 1200
2 1100 1139 1200
6 1100 1145 1200
7 1000 1152 1200
13 1200 1207 1600
3 1200 1212 1400
4 1200 1219 1400
5 1200 1227 1400
1 1200 1265 1300
2 1200 1269 1300
6 1200 1275 1300
1 1300 1336 1400
2 1300 1341 1400
6 1300 1349 1400
7 1200 1356 1400
3 1400 1404 1600
4 1400 1411 1600
5 1400 1419 1600
1 1400 1456 1500
2 1400 1461 1500
6 1400 1468 1500
1 1500 1535 1600
2 1500 1539 1600
6 1500 1545 1600
7 1400 1553 1600
13 1600 1607 2000
3 1600 1611 1800
4 1600 1618 1800
5 1600 1626 1800
1 1600 1663 1700
2 1600 1667 1700
6 1600 1673 1700
1 1700 1736 1800
2 1700 1740 1800
6 1700 1747 1800
7 1600 1754 1800
3 1800 1804 2000
4 1800 1811 2000
5 1800 1819 2000
1 1800 1856 1900
2 1800 1860 1900
6 1800 1866 1900
9 1000 1932 2000
1 1900 1946 2000
2 1900 1950 2000
6 1900 1956 2000
10 1000 1961 2000
7 1800 1968 2000
11 2000 2004 3000
12 2000 2011 3000
13 2000 2018 2400
3 2000 2022 2200
4 2000 2029 2200
5 2000 2037 2200
1 2000 2082 2100
2 2000 2086 2100
6 2000 2092 2100
1 2100 2135 2200
2 2100 2139 2200
6 2100 2145 2200
7 2000 2152 2200
3 2200 2204 2400
4 2200 2211 2400
5 2200 2219 2400
1 2200 2256 2300
2 2200 2260 2300
6 2200 2266 2300
1 2300 2335 2400
2 2300 2339 2400
6 2300 2345 2400
7 2200 2352 2400
13 2400 2407 2800
3 2400 2411 2600
4 2400 2418 2600
5 2400 2426 2600
1 2400 2463 2500
2 2400 2467 2500
6 2400 2473 2500
1 2500 2535 2600
2 2500 2539 2600
6 2500 2545 2600
7 2400 2552 2600
3 2600 2604 2800
4 2600 2611 2800
5 2600 2619 2800
1 2600 2657 2700
2 2600 2661 2700
6 2600 2667 2700
1 2700 2735 2800
2 2700 2739 2800
6 2700 2745 2800
7 2600 2752 2800
13 2800 2807 3200
3 2800 2811 3000
4 2800 2818 3000
5 2800 2826 3000
1 2800 2863 2900
2 2800 2867 2900
6 2800 2873 2900
9 2000 2932 3000
1 2900 2946 3000
2 2900 2950 3000
6 2900 2956 3000
10 2000 2961 3000
7 2800 2968 3000
11 3000 3004 4000
12 3000 3011 4000
3 3000 3015 3200
4 3000 3022 3200
5 3000 3030 3200
1 3000 3076 3100
2 3000 3080 3100
6 3000 3086 3100
1 3100 3136 3200
2 3100 3140 3200
6 3100 3146 3200
7 3000 3153 3200
13 3200 3207 3600
3 3200 3211 3400
4 3200 3218 3400
5 3200 3226 3400
1 3200 3264 3300
2 3200 3269 3300
6 3200 3276 3300
1 3300 3335 3400
2 3300 3339 3400
6 3300 3345 3400
7 3200 3352 3400
3 3400 3404 3600
4 3400 3411 3600
5 3400 3419 3600
1 3400 3456 3500
2 3400 3460 3500
6 3400 3466 3500
1 3500 3535 3600
2 3500 3539 3600
6 3500 3545 3600
7 3400 3553 3600
13 3600 3607 4000
3 3600 3611 3800
4 3600 3618 3800
5 3600 3626 3800
1 3600 3664 3700
2 3600 3668 3700
6 3600 3674 3700
1 3700 3736 3800
2 3700 3740 3800
6 3700 3746 3800
7 3600 3753 3800
3 3800 3804 4000
4 3800 3811 4000
5 3800 3819 4000
1 3800 3856 3900
2 3800 3860 3900
6 3800 3866 3900
9 3000 3932 4000
1 3900 3946 4000
2 3900 3950 4000
6 3900 3956 4000
10 3000 3961 4000
7 3800 3968 4000
11 4000 4004 5000
12 4000 4011 5000
13 4000 4018 4400
3 4000 4022 4200
4 4000 4029 4200
5 4000 4037 4200
1 4000 4081 4100
2 4000 4085 4100
6 4000 4091 4100
1 4100 4135 4200
2 4100 4139 4200
6 4100 4145 4200
7 4000 4152 4200
3 4200 4204 4400
4 4200 4211 4400
5 4200 4219 4400
1 4200 4257 4300
2 4200 4261 4300
6 4200 4267 4300
1 4300 4335 4400
2 4300 4339 4400
6 4300 4345 4400
7 4200 4352 4400
13 4400 4407 4800
3 4400 4411 4600
4 4400 4418 4600
5 4400 4426 4600
1 4400 4463 4500
2 4400 4467 4500
6 4400 4473 4500
1 4500 4535 4600
2 4500 4540 4600
6 4500 4546 4600
7 4400 4553 4600
3 4600 4604 4800
4 4600 4612 4800
5 4600 4620 4800
1 4600 4657 4700
2 4600 4661 4700
6 4600 4667 4700
1 4700 4735 4800
2 4700 4739 4800
6 4700 4745 4800
7 4600 4752 4800
13 4800 4807 5200
3 4800 4811 5000
4 4800 4818 5000
5 4800 4826 5000
1 4800 4865 4900
2 4800 4869 4900
6 4800 4875 4900
9 4000 4932 5000
1 4900 4946 5000
2 4900 4951 5000
6 4900 4957 5000
10 4000 4962 5000
7 4800 4969 5000
11 5000 5004 6000
12 5000 5011 6000
3 5000 5015 5200
4 5000 5022 5200
5 5000 5030 5200
1 5000 5074 5100
2 5000 5078 5100
6 5000 5084 5100
1 5100 5136 5200
2 5100 5140 5200
6 5100 5146 5200
7 5000 5153 5200
13 5200 5207 5600
3 5200 5211 5400
4 5200 5218 5400
5 5200 5226 5400
1 5200 5264 5300
2 5200 5268 5300
6 5200 5274 5300
1 5300 5335 5400
2 5300 5339 5400
6 5300 5345 5400
7 5200 5352 5400
3 5400 5404 5600
4 5400 5411 5600
5 5400 5419 5600
1 5400 5456 5500
2 5400 5460 5500
6 5400 5467 5500
1 5500 5535 5600
2 5500 5540 5600
6 5500 5546 5600
7 5400 5553 5600
13 5600 5607 6000
3 5600 5611 5800
4 5600 5618 5800
5 5600 5626 5800
1 5600 5663 5700
2 5600 5667 5700
6 5600 5673 5700
1 5700 5735 5800
2 5700 5739 5800
6 5700 5745 5800
7 5600 5752 5800
3 5800 5804 6000
4 5800 5811 6000
5 5800 5819 6000
1 5800 5856 5900
2 5800 5860 5900
6 5800 5866 5900
9 5000 5932 6000
1 5900 5947 6000
2 5900 5951 6000
6 5900 5957 6000
10 5000 5962 6000
7 5800 5969 6000
11 6000 6004 7000
12 6000 6011 7000
13 6000 6018 6400
3 6000 6022 6200
4 6000 6029 6200
5 6000 6038 6200
1 6000 6082 6100
2 6000 6087 6100
6 6000 6093 6100
1 6100 6135 6200
2 6100 6139 6200
6 6100 6145 6200
7 6000 6152 6200
3 6200 6204 6400
4 6200 6211 6400
5 6200 6219 6400
1 6200 6257 6300
2 6200 6261 6300
6 6200 6267 6300
1 6300 6335 6400
2 6300 6339 6400
6 6300 6345 6400
7 6200 6352 6400
13 6400 6407 6800
3 6400 6411 6600
4 6400 6418 6600
5 6400 6426 6600
1 6400 6464 6500
2 6400 6468 6500
6 6400 6474 6500
1 6500 6535 6600
2 6500 6539 6600
6 6500 6545 6600
7 6400 6552 6600
3 6600 6604 6800
4 6600 6611 6800
5 6600 6619 6800
1 6600 6656 6700
2 6600 6660 6700
6 6600 6666 6700
1 6700 6735 6800
2 6700 6739 6800
6 6700 6745 6800
7 6600 6752 6800
13 6800 6807 7200
3 6800 6811 7000
4 6800 6818 7000
5 6800 6826 7000
1 6800 6863 6900
2 6800 6867 6900
6 6800 6873 6900
9 6000 6932 7000
1 6900 6946 7000
2 6900 6950 7000
6 6900 6956 7000
10 6000 6961 7000
7 6800 6968 7000
11 7000 7004 8000
12 7000 7011 8000
3 7000 7015 7200
4 7000 7022 7200
5 7000 7030 7200
1 7000 7076 7100
2 7000 7080 7100
6 7000 7086 7100
1 7100 7135 7200
2 7100 7139 7200
6 7100 7145 7200
7 7000 7152 7200
13 7200 7207 7600
3 7200 7211 7400
4 7200 7218 7400
5 7200 7226 7400
1 7200 7264 7300
2 7200 7268 7300
6 7200 7274 7300
1 7300 7336 7400
2 7300 7340 7400
6 7300 7346 7400
7 7200 7353 7400
3 7400 7404 7600
4 7400 7411 7600
5 7400 7419 7600
1 7400 7456 7500
2 7400 7460 7500
6 7400 7466 7500
1 7500 7535 7600
2 7500 7539 7600
6 7500 7545 7600
7 7400 7552 7600
13 7600 7607 8000
3 7600 7611 7800
4 7600 7618 7800
5 7600 7626 7800
1 7600 7665 7700
2 7600 7669 7700
6 7600 7675 7700
1 7700 7735 7800
2 7700 7739 7800
6 7700 7745 7800
7 7600 7752 7800
3 7800 7804 8000
4 7800 7811 8000
5 7800 7819 8000
1 7800 7856 7900
2 7800 7860 7900
6 7800 7866 7900
9 7000 7932 8000
1 7900 7946 8000
2 7900 7950 8000
6 7900 7956 8000
10 7000 7961 8000
7 7800 7968 8000
11 8000 8005 9000
12 8000 8012 9000
13 8000 8019 8400
3 8000 8023 8200
4 8000 8030 8200
5 8000 8038 8200
1 8000 8082 8100
2 8000 8086 8100
6 8000 8092 8100
1 8100 8135 8200
2 8100 8139 8200
6 8100 8145 8200
7 8000 8152 8200
3 8200 8204 8400
4 8200 8211 8400
5 8200 8219 8400
1 8200 8257 8300
2 8200 8261 8300
6 8200 8267 8300
1 8300 8336 8400
2 8300 8340 8400
6 8300 8346 8400
7 8200 8353 8400
13 8400 8407 8800
3 8400 8411 8600
4 8400 8418 8600
5 8400 8426 8600
1 8400 8463 8500
2 8400 8467 8500
6 8400 8474 8500
1 8500 8535 8600
2 8500 8539 8600
6 8500 8545 8600
7 8400 8552 8600
3 8600 8604 8800
4 8600 8611 8800
5 8600 8619 8800
1 8600 8656 8700
2 8600 8661 8700
6 8600 8667 8700
1 8700 8735 8800
2 8700 8739 8800
6 8700 8745 8800
7 8600 8752 8800
13 8800 8807 9200
3 8800 8811 9000
4 8800 8818 9000
5 8800 8826 9000
1 8800 8863 8900
2 8800 8867 8900
6 8800 8873 8900
9 8000 8933 9000
1 8900 8948 9000
2 8900 8952 9000
6 8900 8958 9000
10 8000 8963 9000
7 8800 8970 9000
11 9000 9004 10000
12 9000 9011 10000
3 9000 9015 9200
4 9000 9022 9200
5 9000 9030 9200
1 9000 9074 9100
2 9000 9078 9100
6 9000 9084 9100
1 9100 9135 9200
2 9100 9140 9200
6 9100 9146 9200
7 9000 9153 9200
13 9200 9207 9600
3 9200 9211 9400
4 9200 9218 9400
5 9200 9226 9400
1 9200 9263 9300
2 9200 9267 9300
6 9200 9273 9300
1 9300 9335 9400
2 9300 9339 9400
6 9300 9345 9400
7 9200 9352 9400
3 9400 9404 9600
4 9400 9412 9600
5 9400 9420 9600
1 9400 9457 9500
2 9400 9462 9500
6 9400 9468 9500
1 9500 9535 9600
2 9500 9539 9600
6 9500 9545 9600
7 9400 9552 9600
13 9600 9607 10000
3 9600 9611 9800
4 9600 9618 9800
5 9600 9626 9800
1 9600 9665 9700
2 9600 9669 9700
6 9600 9675 9700
1 9700 9735 9800
2 9700 9739 9800
6 9700 9745 9800
7 9600 9752 9800
3 9800 9804 10000
4 9800 9811 10000
5 9800 9819 10000
1 9800 9856 9900
2 9800 9861 9900
6 9800 9868 9900
9 9000 9932 10000
1 9900 9946 10000
2 9900 9950 10000
6 9900 9956 10000
10 9000 9961 10000
7 9800 9968 10000
11 10000 10004 11000
12 10000 10011 11000
13 10000 10018 10400
3 10000 10022 10200
4 10000 10029 10200
5 10000 10037 10200
1 10000 10082 10100
2 10000 10086 10100
6 10000 10092 10100
1 10100 10135 10200
2 10100 10139 10200
6 10100 10145 10200
7 10000 10153 10200
3 10200 10204 10400
4 10200 10211 10400
5 10200 10219 10400
1 10200 10258 10300
2 10200 10262 10300
6 10200 10268 10300
1 10300 10335 10400
2 10300 10339 10400
6 10300 10345 10400
7 10200 10353 10400
13 10400 10407 10800
3 10400 10411 10600
4 10400 10418 10600
5 10400 10426 10600
1 10400 10464 10500
2 10400 10468 10500
6 10400 10474 10500
1 10500 10536 10600
2 10500 10540 10600
6 10500 10546 10600
7 10400 10553 10600
3 10600 10604 10800
4 10600 10611 10800
5 10600 10620 10800
1 10600 10657 10700
2 10600 10661 10700
6 10600 10667 10700
1 10700 10735 10800
2 10700 10739 10800
6 10700 10745 10800
7 10600 10752 10800
13 10800 10807 11200
3 10800 10811 11000
4 10800 10818 11000
5 10800 10826 11000
1 10800 10863 10900
2 10800 10867 10900
6 10800 10873 10900
9 10000 10934 11000
1 10900 10948 11000
2 10900 10952 11000
6 10900 10958 11000
10 10000 10963 11000
7 10800 10970 11000
